,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,pred_value
723,2184,20,2,75.0,9825,1,1,1,1,1,1,1,17,2,1,1,1,5,5,1966,1966,2,1,3,3,1,0.0,1,1,1,1,1,1,1,609.0,2,0.0,483.0,1092.0,1,1,1,1,1092,0,0,1092,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1966.0,1,1.0,264.0,1,1,1,259,0,0,0,161,0,1,1,1,0,4,2008,2,3,114623
724,2185,85,2,64.0,12102,1,1,1,1,1,1,1,17,2,1,1,5,5,5,1976,1976,1,1,3,4,2,222.0,1,1,1,2,4,2,2,456.0,2,0.0,0.0,456.0,1,3,1,1,1033,0,0,1033,0.0,1.0,1,0,3,1,1,6,1,0,1,3,1976.0,3,2.0,504.0,3,1,1,224,0,0,0,0,0,1,2,1,0,4,2008,1,4,131058
725,2186,20,2,65.0,6500,1,1,1,1,1,1,1,17,2,1,1,1,6,6,1976,1976,2,1,3,4,2,84.0,1,1,1,1,5,1,5,1033.0,2,0.0,94.0,1127.0,1,1,1,1,1127,0,0,1127,0.0,1.0,1,1,3,1,1,6,1,1,4,2,1991.0,1,2.0,480.0,1,1,1,0,0,138,0,0,0,1,2,1,0,5,2008,1,1,132681
726,2187,80,2,-1.0,9638,1,1,2,1,1,4,1,17,2,1,1,3,6,6,1977,1977,2,1,4,4,1,0.0,1,1,1,1,1,4,2,368.0,3,120.0,541.0,1029.0,1,1,1,1,1117,0,0,1117,1.0,0.0,1,0,3,1,1,6,1,1,5,1,1977.0,3,2.0,542.0,1,1,1,292,0,0,0,0,0,1,2,1,0,11,2008,1,1,171628
727,2188,60,2,72.0,7200,1,1,1,1,1,1,1,17,2,1,1,2,6,7,1976,2001,2,1,4,4,1,0.0,1,1,1,1,1,4,2,288.0,2,0.0,396.0,684.0,1,1,1,1,684,714,0,1398,0.0,0.0,1,1,3,1,1,6,1,1,2,1,1976.0,2,2.0,440.0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,2008,1,1,153614
728,2189,20,2,123.0,47007,1,1,2,1,1,1,1,17,2,1,1,1,5,7,1959,1996,1,1,4,4,1,0.0,1,1,5,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,1,1,3820,0,0,3820,-1.0,-1.0,3,1,5,1,3,11,1,2,3,1,1959.0,1,2.0,624.0,1,1,1,0,372,0,0,0,0,1,2,1,0,7,2008,1,1,293499
729,2190,90,2,65.0,6012,1,1,1,1,1,2,1,17,2,1,4,1,4,5,1955,1955,1,1,9,4,1,0.0,1,3,2,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,2,1,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,0,0,0,0,0,0,1,2,1,0,6,2008,1,6,27520
730,2191,90,2,74.0,6845,1,1,1,1,1,1,1,17,2,1,4,1,4,5,1955,1955,1,1,7,9,4,58.0,1,1,5,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,2,3,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,0,0,0,0,0,0,1,2,1,0,7,2008,1,1,47526
731,2192,190,2,56.0,6931,1,1,1,1,1,1,1,17,2,1,5,1,4,5,1955,1955,2,1,2,2,1,0.0,1,1,1,1,1,4,2,784.0,2,0.0,0.0,784.0,1,1,2,4,784,0,0,784,1.0,0.0,1,0,2,1,1,4,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,112,0,0,0,0,0,1,2,1,0,5,2008,1,1,41162
732,2193,50,2,60.0,12180,1,1,1,1,1,1,1,17,2,1,1,4,5,7,1938,2007,1,1,2,2,1,0.0,1,1,2,1,1,1,4,0.0,2,0.0,585.0,585.0,1,2,1,3,585,468,0,1053,0.0,0.0,1,1,2,1,3,5,1,0,1,4,-1.0,4,0.0,0.0,2,2,2,42,0,0,0,0,0,1,2,1,0,1,2008,1,4,84315
733,2194,50,2,57.0,8050,1,1,1,1,1,1,1,17,2,1,1,4,5,8,1947,1993,1,1,5,5,1,0.0,1,2,5,5,5,5,7,0.0,7,0.0,0.0,0.0,1,2,1,1,929,208,0,1137,0.0,0.0,1,1,4,1,1,8,3,0,1,4,-1.0,4,0.0,0.0,2,2,1,0,0,0,0,0,0,1,2,1,0,4,2008,1,1,67198
734,2195,20,2,68.0,9520,1,1,1,3,1,1,2,17,2,1,1,1,4,5,1953,1953,1,1,5,5,3,115.0,1,1,1,2,1,1,1,767.0,2,0.0,144.0,911.0,1,1,1,1,930,0,0,930,0.0,0.0,1,0,2,1,1,5,1,0,1,1,1953.0,3,1.0,286.0,1,1,1,134,0,0,0,0,0,1,1,2,3000,5,2008,1,1,96009
735,2196,80,2,62.0,7692,1,1,1,3,1,1,2,17,2,1,1,3,4,6,1954,1954,1,1,2,2,1,0.0,1,1,1,3,1,4,4,0.0,2,0.0,416.0,416.0,1,2,1,2,1204,0,0,1204,0.0,0.0,1,0,3,1,1,6,1,0,1,5,1954.0,1,1.0,312.0,1,1,1,0,0,0,0,0,0,1,2,1,0,11,2008,1,3,94459
736,2197,30,2,67.0,5142,1,1,1,1,1,1,1,17,2,1,1,4,4,7,1923,2008,1,1,2,2,1,0.0,1,1,2,1,1,1,2,224.0,2,0.0,725.0,949.0,1,1,1,1,949,343,0,1292,0.0,0.0,1,1,3,1,2,6,1,0,1,2,1923.0,1,1.0,205.0,1,1,2,0,0,183,0,0,0,1,2,1,0,6,2008,1,1,73713
737,2198,30,2,60.0,7290,1,1,1,1,1,2,1,16,2,1,1,1,7,8,1921,1950,1,1,7,9,2,174.0,1,1,3,1,1,1,4,0.0,2,0.0,1228.0,1228.0,1,3,1,1,1424,0,0,1424,0.0,0.0,2,0,2,1,1,7,1,1,3,1,1921.0,1,1.0,312.0,1,1,1,0,0,90,0,0,0,1,2,1,0,4,2008,1,1,145096
738,2199,90,2,64.0,7804,1,1,1,1,1,1,1,16,2,1,4,6,6,7,1930,1950,1,1,11,11,1,0.0,1,1,3,1,1,1,2,281.0,3,679.0,0.0,960.0,1,3,1,1,960,960,0,1920,2.0,0.0,2,2,4,2,1,10,1,2,3,2,1930.0,1,2.0,480.0,1,1,1,248,0,121,0,0,0,1,2,1,0,7,2008,1,3,140177
739,2200,70,2,66.0,8969,1,1,1,3,1,1,1,19,2,1,1,2,6,6,1926,1950,3,1,2,2,1,0.0,1,1,3,1,1,1,5,379.0,2,0.0,265.0,644.0,1,3,1,1,672,644,0,1316,1.0,0.0,1,0,2,1,1,6,1,1,3,2,2001.0,1,1.0,369.0,1,1,3,0,0,0,0,192,0,1,1,1,0,7,2008,1,1,120335
740,2201,50,2,63.0,15564,1,1,1,1,1,1,1,19,2,1,1,4,6,6,1914,1995,1,1,2,9,1,0.0,1,1,3,2,1,1,4,0.0,2,0.0,676.0,676.0,1,3,1,1,676,588,0,1264,0.0,0.0,1,0,3,1,1,6,1,0,1,2,1994.0,1,2.0,400.0,1,1,1,424,0,0,0,0,0,1,2,3,400,1,2008,1,1,113155
741,2202,70,2,54.0,7609,1,1,1,1,1,2,1,19,2,1,1,2,8,9,1925,1997,1,1,11,11,1,0.0,2,2,2,4,1,1,2,406.0,2,0.0,392.0,798.0,1,3,1,1,798,714,0,1512,1.0,0.0,2,0,3,1,2,7,1,1,3,2,1925.0,1,1.0,180.0,1,1,3,85,16,41,0,0,0,1,3,1,0,6,2008,1,1,195170
742,2203,70,2,-1.0,9650,1,1,2,2,1,2,1,19,2,1,1,2,6,3,1923,1950,2,1,2,4,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,784.0,784.0,1,1,1,1,819,784,0,1603,0.0,0.0,1,0,4,1,1,7,1,1,3,1,1980.0,1,2.0,599.0,1,1,1,0,217,0,0,0,0,1,2,1,0,6,2008,1,1,108192
743,2204,50,2,-1.0,11700,1,3,2,2,1,1,2,19,2,1,1,4,5,6,1937,1995,1,1,7,9,1,0.0,1,1,1,1,1,1,5,606.0,2,0.0,336.0,942.0,1,3,1,1,1265,673,0,1938,0.0,0.0,2,0,4,1,2,7,2,1,3,2,1937.0,1,1.0,240.0,1,1,1,0,40,0,0,0,0,1,2,1,0,7,2008,1,1,134322
744,2205,50,2,-1.0,9260,1,3,2,2,1,1,1,19,1,1,1,4,5,4,1938,1950,1,1,2,2,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,884.0,884.0,1,1,1,3,932,442,0,1374,0.0,0.0,1,0,3,1,1,6,1,0,1,2,1938.0,1,1.0,225.0,1,1,1,64,0,0,0,100,0,1,2,1,0,3,2008,1,1,83989
745,2206,20,2,79.0,7801,1,1,2,1,1,2,1,19,1,1,1,1,6,5,1951,1951,2,1,7,4,2,88.0,1,3,2,1,1,1,1,500.0,2,0.0,591.0,1091.0,1,4,2,2,1091,0,0,1091,0.0,1.0,1,0,2,1,1,5,1,1,2,1,1951.0,2,1.0,344.0,1,1,1,66,105,0,0,221,0,1,1,1,0,5,2008,1,1,120814
746,2207,70,2,100.0,9670,1,1,2,2,1,1,2,19,2,1,1,2,8,6,1935,1950,1,1,8,11,3,40.0,1,1,2,1,3,1,6,210.0,2,0.0,398.0,608.0,1,1,1,1,983,890,0,1873,0.0,0.0,1,1,4,1,1,9,1,2,3,2,1935.0,2,2.0,786.0,3,1,1,0,0,207,0,0,0,1,2,1,0,6,2008,1,5,187481
747,2208,50,2,70.0,12392,1,1,1,3,1,1,1,19,2,1,1,4,7,9,1950,2000,1,1,1,1,1,0.0,1,2,1,1,4,1,3,435.0,2,0.0,397.0,832.0,1,3,1,1,1218,943,0,2161,1.0,0.0,2,1,3,1,2,8,1,2,2,1,1994.0,2,2.0,506.0,1,1,1,0,96,0,0,0,0,1,2,1,0,4,2008,1,1,213278
748,2209,20,2,56.0,26073,1,1,2,1,1,4,1,19,2,1,1,1,5,5,1956,1956,1,1,8,5,1,0.0,1,1,2,1,1,1,1,1116.0,2,0.0,782.0,1898.0,1,3,1,2,1898,0,0,1898,0.0,0.0,2,1,3,1,1,7,1,2,2,1,1956.0,1,2.0,484.0,1,1,1,0,51,224,0,0,0,1,1,1,0,4,2008,1,1,154655
749,2210,160,3,24.0,1879,1,1,1,1,1,4,1,20,2,1,3,2,6,6,1980,1980,1,1,5,5,1,0.0,1,1,1,2,1,1,3,366.0,2,0.0,150.0,516.0,1,1,1,1,516,516,0,1032,0.0,0.0,1,0,2,1,1,5,1,1,2,2,1980.0,1,2.0,462.0,1,1,1,213,0,0,0,0,0,1,3,1,0,12,2008,1,1,115841
750,2211,30,3,50.0,7000,1,1,1,1,1,1,1,21,2,1,1,1,6,8,1926,1998,1,1,1,1,1,0.0,1,2,3,1,1,1,1,299.0,5,40.0,555.0,894.0,1,1,1,1,919,0,0,919,1.0,0.0,1,0,2,1,1,5,1,0,1,2,1926.0,1,1.0,195.0,1,1,3,0,0,116,0,0,0,1,1,1,0,7,2008,1,1,85192
751,2212,50,3,60.0,6000,1,1,1,1,1,1,1,21,2,1,1,4,6,8,1940,2006,1,1,1,1,1,0.0,1,1,1,4,1,1,4,0.0,2,0.0,720.0,720.0,1,2,1,1,760,330,0,1090,0.0,0.0,1,0,3,1,1,5,1,0,1,2,1940.0,1,1.0,240.0,1,1,1,0,0,0,0,0,0,1,2,1,0,7,2008,1,1,112192
752,2213,50,3,58.0,8155,1,1,1,1,1,1,1,21,2,1,1,4,5,7,1930,1950,1,1,2,2,1,0.0,1,1,1,2,1,1,4,0.0,2,0.0,780.0,780.0,1,2,1,2,780,420,0,1200,0.0,0.0,1,0,4,1,1,7,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,0,0,96,0,0,0,1,2,1,0,7,2008,1,1,61634
753,2214,80,3,75.0,6000,1,1,1,1,1,1,1,21,2,1,1,3,5,5,1967,1967,2,1,3,4,1,0.0,4,1,1,2,1,3,1,257.0,2,0.0,367.0,624.0,1,3,1,1,1092,564,0,1656,0.0,0.0,1,1,3,1,1,7,4,1,4,1,1967.0,1,1.0,288.0,1,1,1,0,180,0,0,100,0,1,1,1,0,7,2008,1,1,152593
754,2215,30,3,60.0,7392,1,1,1,1,1,1,1,21,2,1,1,1,5,7,1930,1995,1,1,2,2,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,520.0,520.0,1,1,1,2,912,0,0,912,0.0,0.0,1,0,2,1,1,5,1,0,1,2,1934.0,3,1.0,360.0,1,1,1,0,90,0,0,0,0,1,2,1,0,5,2008,1,1,68048
755,2216,50,3,75.0,9000,1,1,1,1,1,1,1,21,2,1,1,4,5,5,1958,1958,1,1,7,9,2,162.0,1,1,1,1,1,1,2,330.0,2,0.0,821.0,1151.0,1,2,1,2,1151,804,0,1955,0.0,0.0,2,0,4,1,1,7,1,0,1,1,1958.0,2,1.0,356.0,1,1,1,0,0,0,0,0,0,1,2,1,0,1,2008,1,1,140708
756,2217,20,6,80.0,14584,1,1,1,4,1,1,2,21,2,1,1,1,1,5,1952,1952,1,1,9,1,1,0.0,4,4,5,5,5,5,7,0.0,7,0.0,0.0,0.0,4,5,2,2,733,0,0,733,0.0,0.0,1,0,2,1,4,4,8,0,1,1,1952.0,1,2.0,487.0,3,5,2,0,0,0,0,0,0,1,2,1,0,2,2008,1,3,19214
757,2218,70,5,60.0,5280,1,1,1,1,1,2,1,21,1,1,1,2,4,7,1895,1950,1,1,2,2,1,0.0,1,1,4,5,3,1,4,0.0,2,0.0,173.0,173.0,1,3,2,1,825,536,0,1361,0.0,0.0,1,0,2,1,1,6,1,0,1,2,1895.0,1,1.0,185.0,3,1,1,0,123,0,0,0,0,1,2,1,0,7,2008,1,1,89433
758,2219,50,5,52.0,5150,1,1,1,1,1,2,1,21,1,1,1,4,4,7,1910,2000,1,1,4,4,1,0.0,1,1,2,5,1,1,4,0.0,2,0.0,356.0,356.0,1,1,2,2,671,378,0,1049,0.0,0.0,1,0,2,1,1,5,1,0,1,2,1910.0,1,1.0,195.0,5,3,2,0,0,0,0,0,0,1,2,1,0,5,2008,1,1,105624
759,2220,70,5,60.0,9000,2,1,1,3,1,1,1,21,2,1,1,2,4,6,1920,1950,1,1,5,5,1,0.0,1,1,4,4,3,3,4,0.0,2,0.0,592.0,592.0,1,3,1,1,432,432,0,864,0.0,0.0,1,1,3,1,4,5,2,0,1,2,1920.0,1,1.0,216.0,3,3,2,0,30,160,0,0,0,1,2,1,0,6,2008,1,1,40057
760,2221,120,3,44.0,3843,1,1,2,2,1,1,2,19,2,1,2,1,8,5,2007,2008,2,1,6,7,3,186.0,3,1,2,3,1,2,3,1476.0,2,0.0,120.0,1596.0,1,3,1,1,1648,0,0,1648,1.0,1.0,2,0,2,1,3,5,1,1,3,1,2007.0,2,2.0,525.0,1,1,1,162,53,0,153,0,0,1,2,1,0,8,2008,3,2,300515
761,2222,120,3,44.0,3811,1,1,2,2,1,1,2,19,2,1,2,1,7,5,2004,2005,2,1,6,7,3,174.0,2,1,2,3,1,2,3,1474.0,2,0.0,120.0,1594.0,1,3,1,1,1646,0,0,1646,1.0,1.0,2,0,2,1,3,5,1,1,3,1,2004.0,2,2.0,482.0,1,1,1,128,53,0,0,155,0,1,2,1,0,7,2008,1,1,279189
762,2223,20,2,-1.0,23730,1,1,3,1,1,1,1,22,2,1,1,1,7,5,1996,1997,1,1,5,5,2,668.0,2,1,2,3,1,3,3,700.0,2,0.0,1140.0,1840.0,1,3,1,1,2032,0,0,2032,1.0,0.0,3,0,3,1,2,7,1,0,1,1,1996.0,2,3.0,786.0,1,1,1,0,46,192,0,0,0,1,2,1,0,9,2008,1,1,303951
763,2224,60,2,-1.0,11050,1,1,1,1,1,1,1,22,2,1,1,2,7,5,1996,1997,1,1,1,1,1,0.0,1,1,2,2,1,3,4,0.0,2,0.0,910.0,910.0,1,3,1,1,910,910,0,1820,0.0,0.0,2,1,3,1,2,8,1,1,2,1,1996.0,1,3.0,816.0,1,1,1,318,32,0,0,0,0,1,2,1,0,9,2008,1,1,217685
764,2225,90,2,76.0,10260,1,1,1,1,1,1,1,22,2,1,4,2,5,4,1976,1976,1,1,4,4,1,0.0,1,1,1,5,5,5,7,0.0,7,0.0,0.0,0.0,1,1,1,1,936,936,0,1872,0.0,0.0,2,2,4,2,1,8,1,0,1,1,1976.0,1,2.0,484.0,1,1,1,0,0,0,0,0,0,1,2,1,0,11,2008,1,3,100579
765,2226,20,2,74.0,9990,1,1,1,1,1,1,1,22,2,1,1,1,4,5,1991,1991,1,1,3,3,1,0.0,1,1,2,2,1,1,2,1383.0,2,0.0,297.0,1680.0,1,2,1,1,1689,0,0,1689,1.0,0.0,2,0,3,1,1,6,1,1,2,1,1991.0,1,2.0,432.0,1,1,1,428,120,0,0,0,0,1,2,1,0,7,2008,1,1,177595
766,2227,120,2,42.0,4084,1,1,2,1,1,1,1,23,2,1,2,1,7,6,1986,1986,1,1,1,1,2,340.0,2,1,1,2,1,4,3,893.0,2,0.0,384.0,1277.0,1,2,1,1,1501,0,0,1501,1.0,0.0,2,0,2,1,2,6,1,1,2,1,1986.0,2,2.0,512.0,1,1,1,240,0,0,0,0,0,1,2,1,0,7,2008,1,1,230452
767,2228,20,2,74.0,11563,1,1,2,2,1,1,1,23,2,1,1,1,8,5,2006,2007,2,1,1,1,3,258.0,2,1,2,3,1,2,3,1036.0,2,0.0,482.0,1518.0,1,3,1,1,1537,0,0,1537,1.0,0.0,2,0,3,1,2,8,1,0,1,1,2007.0,2,3.0,788.0,1,1,1,0,26,0,0,0,0,1,2,1,0,4,2008,1,1,282704
768,2229,60,2,107.0,12852,1,1,2,2,1,2,1,23,2,1,1,2,8,5,2007,2007,1,1,1,1,1,0.0,2,1,2,2,1,4,3,770.0,2,0.0,150.0,920.0,1,3,1,1,920,860,0,1780,1.0,0.0,2,1,3,1,2,6,1,1,3,1,2007.0,2,2.0,612.0,1,1,1,0,192,0,0,0,0,1,2,1,0,1,2008,3,2,249123
769,2230,80,2,73.0,9802,1,1,1,1,1,1,1,23,2,1,1,3,5,5,2006,2007,1,1,1,1,1,0.0,1,1,2,2,1,1,4,0.0,2,0.0,352.0,352.0,1,2,1,1,712,730,0,1442,0.0,0.0,2,1,3,1,1,6,1,0,1,3,2007.0,2,2.0,400.0,1,1,1,100,0,0,0,0,0,1,2,1,0,4,2008,1,1,135403
770,2231,60,2,81.0,12018,1,1,2,2,1,2,1,23,2,1,1,2,7,5,2008,2008,1,1,1,1,3,60.0,2,1,2,2,1,4,4,0.0,2,0.0,796.0,796.0,1,3,1,1,796,816,0,1612,0.0,0.0,2,1,3,1,2,6,1,0,1,1,2008.0,2,3.0,666.0,1,1,1,0,64,0,0,0,0,1,2,1,0,10,2008,3,2,232264
771,2232,20,2,75.0,12890,1,1,2,1,1,1,1,23,2,1,1,1,6,5,1989,1989,1,1,2,2,2,128.0,1,1,1,2,1,1,4,0.0,2,0.0,1495.0,1495.0,1,3,1,1,1495,0,0,1495,0.0,0.0,2,0,3,1,1,8,1,1,2,1,1989.0,1,2.0,438.0,1,1,1,252,0,192,0,0,0,1,2,1,0,7,2008,1,1,173670
772,2233,20,2,93.0,18265,1,1,1,1,1,2,1,23,2,1,1,1,6,5,1986,1986,1,1,4,3,2,228.0,2,2,1,2,4,4,3,920.0,3,60.0,276.0,1256.0,1,3,1,1,1256,0,0,1256,0.0,0.0,2,0,3,1,2,6,1,1,5,1,1986.0,1,2.0,578.0,1,1,1,282,0,0,0,0,0,1,2,1,0,3,2008,1,1,189282
773,2234,20,2,82.0,11202,1,1,2,1,1,1,1,23,2,1,1,1,8,5,2003,2003,2,1,1,1,2,206.0,2,1,2,3,1,4,3,1029.0,2,0.0,403.0,1432.0,1,3,1,1,1440,0,0,1440,1.0,0.0,2,0,3,1,2,7,1,1,2,1,2003.0,2,2.0,467.0,1,1,1,185,95,0,0,0,0,1,2,1,0,6,2008,1,1,259365
774,2235,20,2,-1.0,7915,1,1,2,1,1,1,1,23,2,1,1,1,6,5,1999,2000,2,1,1,1,1,0.0,2,1,2,3,1,3,3,1223.0,2,0.0,443.0,1666.0,1,3,1,1,1675,0,0,1675,1.0,0.0,2,0,3,1,2,6,1,0,1,1,1999.0,3,2.0,435.0,1,1,1,165,52,0,0,0,0,1,2,1,0,12,2008,1,1,231550
775,2236,20,2,79.0,11449,1,1,2,2,1,1,1,23,2,1,1,1,8,5,2007,2007,1,1,1,1,1,0.0,2,1,2,2,1,4,3,1011.0,2,0.0,873.0,1884.0,1,3,1,1,1728,0,0,1728,1.0,0.0,2,0,3,1,2,7,1,1,3,1,2007.0,2,2.0,520.0,1,1,1,0,276,0,0,0,0,1,2,1,0,1,2008,1,1,263839
776,2237,20,2,85.0,11447,1,1,2,1,1,1,1,23,2,1,1,1,8,5,2005,2006,1,1,1,1,2,674.0,2,1,2,3,1,4,3,1571.0,2,0.0,393.0,1964.0,1,3,1,1,1964,0,0,1964,1.0,0.0,2,1,3,1,2,7,1,1,3,1,2005.0,2,3.0,892.0,1,1,1,0,265,0,0,0,0,1,2,1,0,6,2008,1,1,328981
777,2238,90,3,97.0,8940,1,1,2,1,1,2,1,22,2,1,4,5,7,5,1997,1998,1,1,1,1,2,200.0,1,2,2,2,4,2,3,1309.0,2,0.0,35.0,1344.0,1,3,1,1,1344,0,0,1344,2.0,0.0,2,0,2,2,1,8,1,0,1,1,1997.0,2,4.0,784.0,1,1,1,0,0,0,0,0,0,1,2,1,0,11,2008,1,5,204870
778,2239,20,2,77.0,9278,1,1,1,1,1,3,1,22,1,5,1,1,5,5,2007,2008,1,1,1,1,1,0.0,1,1,2,2,1,1,4,0.0,2,0.0,1092.0,1092.0,1,3,1,1,1092,0,0,1092,0.0,0.0,1,0,2,1,1,5,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,0,52,0,0,0,0,1,2,1,0,2,2008,1,3,101024
779,2240,120,3,32.0,4500,1,1,1,1,1,3,1,22,2,1,2,1,6,5,1997,1997,2,1,1,1,2,197.0,1,1,2,3,1,1,3,864.0,2,0.0,325.0,1189.0,1,3,1,1,1189,0,0,1189,1.0,0.0,2,0,2,1,1,4,1,0,1,1,1997.0,3,2.0,392.0,1,1,1,0,122,0,0,0,0,1,2,1,0,4,2008,1,1,177669
780,2241,85,2,150.0,14137,1,1,1,1,1,2,1,22,2,1,1,5,4,5,1964,1964,1,1,3,3,2,98.0,1,1,1,2,1,4,2,865.0,1,247.0,88.0,1200.0,1,2,1,1,1200,0,0,1200,1.0,0.0,1,0,3,1,1,6,1,0,1,6,1964.0,2,3.0,850.0,1,1,1,0,119,0,0,171,0,1,2,1,0,11,2008,4,1,161951
781,2242,120,3,-1.0,4224,1,1,1,1,1,1,1,24,2,1,2,1,5,6,1975,1975,1,1,6,7,1,0.0,1,1,2,2,1,1,3,769.0,2,0.0,271.0,1040.0,1,2,1,1,1040,0,0,1040,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1975.0,1,2.0,499.0,1,1,1,0,100,0,0,0,0,1,2,1,0,6,2008,1,1,103840
782,2243,160,3,41.0,2665,1,1,1,1,1,1,1,24,2,1,2,2,5,7,1976,1976,1,1,6,7,1,0.0,1,1,2,2,1,1,2,318.0,2,0.0,232.0,550.0,1,1,1,1,925,550,0,1475,0.0,0.0,2,0,4,1,1,6,1,1,2,1,1976.0,1,1.0,336.0,1,1,1,92,26,0,0,0,0,1,2,1,0,5,2008,1,1,108196
783,2244,180,3,21.0,1974,1,1,1,1,1,1,1,24,2,1,3,5,4,7,1973,2006,1,1,6,7,1,0.0,1,2,1,2,1,4,3,501.0,2,0.0,25.0,526.0,1,2,1,1,526,462,0,988,1.0,0.0,1,0,2,1,1,5,1,0,1,3,1973.0,3,1.0,297.0,1,1,1,120,101,0,0,0,0,1,2,1,0,6,2008,1,1,97293
784,2245,180,3,21.0,1596,1,1,1,1,1,1,1,24,2,1,3,3,4,6,1973,1973,1,1,6,7,1,0.0,1,1,1,2,1,2,3,437.0,2,0.0,25.0,462.0,1,1,1,1,526,462,0,988,1.0,0.0,1,0,1,1,1,4,1,1,4,3,1973.0,3,1.0,297.0,1,1,1,0,101,0,120,0,0,1,4,1,0,7,2008,1,1,92886
785,2246,20,2,-1.0,17979,1,1,2,1,1,2,1,22,2,1,1,1,5,6,1968,1968,1,1,4,4,1,0.0,1,2,1,1,1,1,2,785.0,2,0.0,328.0,1113.0,1,3,1,1,1160,0,0,1160,1.0,0.0,1,0,3,1,2,6,1,0,1,1,1968.0,1,1.0,257.0,1,1,1,81,0,0,0,0,0,1,4,3,500,2,2008,1,1,111468
786,2247,160,3,21.0,1477,1,1,1,1,1,1,1,24,2,1,3,2,6,9,1970,2007,1,1,6,7,1,0.0,1,2,1,1,1,1,3,358.0,2,0.0,188.0,546.0,1,3,1,1,546,546,0,1092,0.0,0.0,2,1,3,1,1,6,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,187,0,0,0,0,0,1,2,1,0,3,2008,1,1,96972
787,2248,20,2,59.0,6490,1,1,1,1,1,1,1,22,2,1,1,1,5,7,1983,1983,1,1,1,1,1,0.0,1,2,1,1,1,1,3,534.0,2,0.0,282.0,816.0,1,3,1,1,816,0,0,816,0.0,1.0,1,0,2,1,1,4,1,0,1,1,1983.0,1,1.0,264.0,1,1,1,315,0,0,0,0,0,1,4,1,0,4,2008,1,1,83726
788,2249,20,2,60.0,6600,1,1,1,1,1,1,1,22,2,1,1,1,5,6,1982,2005,1,1,3,4,1,0.0,1,1,1,1,1,1,3,638.0,2,0.0,207.0,845.0,1,2,1,1,845,0,0,845,0.0,0.0,1,0,3,1,2,6,1,0,1,1,1982.0,1,1.0,264.0,1,1,1,0,0,0,0,0,0,1,2,1,0,7,2008,1,1,88426
789,2250,20,2,74.0,12395,1,1,1,1,1,2,1,22,2,1,1,1,5,6,1984,1984,1,1,3,4,1,0.0,1,1,1,1,1,1,2,647.0,2,0.0,217.0,864.0,1,1,1,1,889,0,0,889,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1984.0,1,2.0,484.0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,2008,1,1,100654
790,2251,70,6,-1.0,56600,1,1,2,4,1,1,1,21,2,1,1,6,5,1,1900,1950,2,1,2,2,1,0.0,1,1,3,1,1,1,4,0.0,2,0.0,686.0,686.0,1,3,1,1,1150,686,0,1836,0.0,0.0,2,0,4,1,1,7,5,0,1,2,1900.0,1,1.0,288.0,1,3,2,0,0,0,0,0,0,1,2,1,0,1,2008,1,1,58570
